1929
4096	361	2
4048	3992	2
3646	4365	2
5435	5560	2
222	361	2
4244	3992	2
2965	3992	2
3105	3992	2
2871	4365	2
558	3992	2
3099	1747	2
616	5560	2
2860	1747	2
4883	5560	2
1332	3992	2
1861	2716	2
3107	5560	2
512	2716	2
3072	5560	2
2026	5560	2
5612	5560	2
2310	4365	2
1717	3992	2
4114	2716	2
5322	2716	2
97	3992	2
4788	1671	2
4197	3656	2
5423	2716	2
3308	2716	2
5235	5560	2
2286	2680	2
3908	4365	2
3651	4365	2
2475	3992	2
2674	5560	2
2204	2716	2
2273	4365	2
5662	5560	2
1113	4365	2
3386	5560	2
504	5560	2
2881	5560	2
4895	5560	2
4359	2716	2
428	3992	2
31	4365	2
2111	4365	2
441	4365	2
4431	3992	2
3821	2716	2
784	2716	2
396	5560	2
2271	3992	2
3826	4365	2
864	361	2
1179	3992	2
3699	1747	2
3022	3656	2
3913	361	2
1954	3992	2
5665	3656	2
2989	4365	2
2380	2716	2
2039	5560	2
2550	5560	2
4724	3656	2
5157	2716	2
2677	5560	2
2906	2716	2
1036	361	2
2721	4365	2
1746	1747	2
3717	2716	2
2678	2716	2
3664	3992	2
977	3992	2
1302	4365	2
4059	2716	2
1935	4365	2
2359	2716	2
531	2716	2
5525	1671	2
3374	3992	2
4779	5560	2
1827	3992	2
286	361	2
160	4365	2
5441	2680	2
4816	4365	2
2117	4365	2
3391	2716	2
2110	4365	2
3648	1747	2
5106	2716	2
1826	1671	2
1473	3992	2
729	2716	2
4433	5560	2
3873	3656	2
5659	2680	2
3847	5560	2
5218	4365	2
3812	2716	2
2474	361	2
5227	2716	2
2999	5560	2
5657	3992	2
1125	5560	2
2975	4365	2
1908	4365	2
3626	2716	2
5020	361	2
1751	5560	2
232	3992	2
3297	3992	2
583	3992	2
1075	2716	2
3629	3992	2
434	4365	2
4746	5560	2
4185	5560	2
3556	5560	2
5039	3992	2
1783	3992	2
1255	5560	2
3187	4365	2
3512	2716	2
5691	3992	2
4027	3992	2
1153	361	2
4997	5560	2
4523	2716	2
773	3992	2
5527	2716	2
3951	2716	2
5200	361	2
1631	5560	2
3419	4365	2
3699	5560	2
3870	4365	2
5154	2716	2
4401	3992	2
4721	4365	2
4982	2716	2
3695	1747	2
5395	4365	2
1475	5560	2
727	3992	2
1315	3525	2
1212	361	2
2941	2716	2
5313	5560	2
3500	4365	2
1842	2716	2
2253	3992	2
4135	3992	2
1278	2716	2
4296	1747	2
1513	3656	2
422	3992	2
2720	4365	2
608	4365	2
1977	3656	2
2019	3525	2
1677	5560	2
209	2716	2
5579	3992	2
42	2716	2
2520	3992	2
3803	2716	2
3214	5560	2
4171	2716	2
534	2716	2
2744	3656	2
5226	2716	2
1149	2716	2
5204	2716	2
4509	5560	2
1544	4365	2
1930	1747	2
5067	2716	2
2468	4365	2
5038	3992	2
2493	5560	2
234	2716	2
2661	5560	2
621	4365	2
2590	4365	2
1270	361	2
993	5560	2
2291	2716	2
1074	2716	2
3457	4365	2
400	3992	2
310	5560	2
2203	3656	2
5357	5560	2
2130	5560	2
5664	5560	2
984	4365	2
262	3992	2
5261	5560	2
4017	3992	2
3090	4365	2
1105	3656	2
1835	3992	2
4069	5560	2
1683	3992	2
2361	4365	2
91	2716	2
4384	2716	2
870	1747	2
610	4365	2
5491	3656	2
792	5560	2
4533	3992	2
5458	3525	2
2773	3656	2
4440	2680	2
3923	3656	2
5409	3992	2
666	2680	2
5679	2716	2
5563	2680	2
672	3656	2
1101	5560	2
4828	2716	2
3627	4365	2
5666	2716	2
2646	4365	2
5681	3992	2
300	3656	2
395	5560	2
2524	3992	2
5630	1747	2
4912	2716	2
3834	5560	2
5387	5560	2
336	4365	2
3310	3992	2
5605	3992	2
1185	361	2
4040	1747	2
4787	1747	2
291	4365	2
2420	1747	2
1789	2908	2
2114	4365	2
5016	2716	2
3354	5560	2
1284	2680	2
4502	5560	2
2594	1747	2
1100	3992	2
1378	5560	2
473	5560	2
1808	4365	2
5145	2680	2
218	3992	2
1930	5560	2
546	5560	2
5390	3992	2
1828	3525	2
5003	3992	2
4993	2716	2
4148	2716	2
1347	4365	2
2384	5560	2
3988	4365	2
2077	2716	2
5551	3992	2
3426	4365	2
3546	2716	2
5	1747	2
5323	5560	2
4849	5560	2
5451	3992	2
5264	5560	2
613	4365	2
2212	4365	2
860	1671	2
2366	4365	2
3295	4365	2
3316	3992	2
3621	5560	2
3383	5560	2
2565	2716	2
1351	2716	2
2176	2680	2
5434	3992	2
3283	1747	2
4612	4365	2
5627	5560	2
1899	5560	2
4976	1671	2
251	3992	2
1172	3992	2
4659	4365	2
3807	5560	2
4008	3992	2
1553	2716	2
4704	2716	2
4960	2716	2
514	5560	2
4454	5560	2
1443	2716	2
183	4365	2
3491	4365	2
184	4365	2
4424	4365	2
2922	3992	2
1087	3992	2
5502	2716	2
2085	4365	2
3598	2716	2
4870	361	2
4564	3992	2
157	2716	2
4676	5560	2
1919	2716	2
5363	1671	2
51	1671	2
2552	5560	2
5414	2716	2
4225	2716	2
2713	3992	2
2769	3992	2
5057	4365	2
3246	5560	2
4650	361	2
4081	4365	2
196	3525	2
4965	361	2
110	2716	2
5293	5560	2
1563	5560	2
1169	3656	2
1680	2716	2
5142	2716	2
2705	3992	2
936	5560	2
1696	3992	2
4821	1747	2
4154	4365	2
4483	5560	2
3808	4365	2
1938	5560	2
1430	2908	2
1124	2908	2
4222	3992	2
3326	4365	2
1046	3992	2
3660	3992	2
888	5560	2
5578	2716	2
8	2716	2
4353	5560	2
3801	4365	2
5116	5560	2
816	4365	2
5690	4365	2
4089	3992	2
3212	2680	2
1342	2716	2
1699	4365	2
3003	1747	2
1163	2716	2
5	5560	2
648	4365	2
1258	2716	2
4621	4365	2
517	2716	2
2904	2716	2
996	4365	2
4686	5560	2
212	5560	2
2572	2908	2
2715	2716	2
1577	5560	2
3409	5560	2
5129	2716	2
2832	3992	2
5384	3656	2
1816	5560	2
5492	5560	2
2779	5560	2
4589	4365	2
120	2908	2
2969	2716	2
3620	3992	2
2430	5560	2
1305	4365	2
119	1671	2
4801	5560	2
1058	5560	2
659	3992	2
3853	5560	2
2284	3992	2
867	5560	2
2146	5560	2
2312	5560	2
3065	2716	2
5524	5560	2
3675	3656	2
1552	5560	2
2690	5560	2
4389	3656	2
5415	4365	2
2079	2716	2
1355	3992	2
3201	5560	2
5584	5560	2
2183	2716	2
4390	3992	2
348	1747	2
2509	3992	2
4094	5560	2
4364	3992	2
4812	5560	2
4026	4365	2
2622	2680	2
3107	2716	2
5372	5560	2
2026	2716	2
807	2716	2
4006	4365	2
5612	2716	2
1146	5560	2
5471	2716	2
2829	361	2
5577	3992	2
2165	2716	2
643	3992	2
818	5560	2
4077	4365	2
750	4365	2
5301	2908	2
2724	5560	2
2674	2716	2
1244	4365	2
2929	1671	2
2643	361	2
1635	5560	2
568	4365	2
2539	1671	2
3960	3525	2
397	4365	2
115	1747	2
1727	1671	2
902	5560	2
3386	2716	2
504	2716	2
2996	4365	2
4516	3656	2
1053	361	2
2881	2716	2
1216	5560	2
4895	2716	2
3267	2716	2
4155	5560	2
574	5560	2
5554	2680	2
740	1747	2
4591	3992	2
3701	4365	2
396	2716	2
1581	4365	2
3344	3992	2
4282	3992	2
5075	2908	2
2389	3992	2
4470	3656	2
3643	3992	2
1952	4365	2
5358	3525	2
2307	4365	2
4336	4365	2
1535	2716	2
2550	2716	2
937	3992	2
1824	2716	2
1281	361	2
5593	361	2
2677	2716	2
255	3992	2
4295	4365	2
4637	5560	2
697	2908	2
1873	3656	2
4751	4365	2
4209	5560	2
2670	3992	2
5262	3656	2
2714	1747	2
343	5560	2
5031	3656	2
4779	2716	2
1676	3992	2
2132	5560	2
4610	2716	2
4992	2716	2
2181	1747	2
3850	3992	2
2860	2716	2
1492	3992	2
3560	1671	2
2802	3992	2
1422	4365	2
3847	2716	2
4374	5560	2
5133	5560	2
1491	4365	2
2999	2716	2
4590	5560	2
40	3992	2
1634	2680	2
5014	3992	2
2434	3992	2
3057	4365	2
3792	4365	2
3775	2716	2
4643	4365	2
3129	3992	2
3410	2716	2
3995	3992	2
861	4365	2
118	3992	2
4185	2716	2
2242	4365	2
1255	2716	2
1998	1747	2
3635	4365	2
1887	2716	2
754	3992	2
1763	5560	2
2035	1747	2
4997	2716	2
3889	5560	2
5044	5560	2
