140
81	37	9
68	61	2
24	56	8
56	61	2
81	37	8
68	72	0
27	84	12
48	33	11
44	2	2
26	2	2
45	20	4
37	40	2
20	85	13
63	39	2
57	0	2
57	68	8
39	61	2
45	0	2
35	10	0
28	40	2
20	54	7
27	58	1
28	69	2
35	40	2
80	36	1
27	20	4
63	86	12
38	2	2
41	2	2
37	7	2
78	40	2
33	40	2
75	8	12
81	20	4
56	71	12
28	51	1
17	3	12
26	39	11
57	20	4
88	2	2
34	89	2
54	82	12
81	77	1
37	61	2
46	5	1
57	50	2
81	0	2
45	50	2
41	21	11
57	47	12
26	33	11
24	70	12
28	61	2
38	69	11
37	53	0
17	34	8
6	4	12
75	53	0
48	2	2
7	40	2
46	0	2
24	0	2
38	39	11
35	61	2
73	7	11
35	21	2
20	1	3
89	61	2
11	2	2
29	31	0
24	56	9
21	61	2
27	50	2
29	65	12
75	32	1
63	61	2
20	30	2
37	8	12
81	50	2
17	20	4
23	2	2
17	29	9
17	16	1
24	25	1
68	40	2
56	40	2
75	61	2
18	39	11
17	29	8
27	0	2
34	42	12
46	28	9
23	7	11
60	2	2
11	21	11
17	0	2
87	39	11
29	66	6
56	69	2
88	21	11
20	79	12
87	2	2
46	50	2
24	50	2
18	2	2
34	40	2
46	20	4
24	20	4
73	2	2
35	83	12
56	51	1
56	9	0
45	62	1
17	63	9
27	78	9
78	10	0
20	6	7
17	63	8
6	44	2
46	52	12
48	39	11
69	40	2
29	40	2
68	59	1
68	13	12
87	33	11
67	89	11
34	55	0
78	61	2
78	21	2
33	61	2
45	43	12
35	12	1
63	15	1
37	32	1
17	50	2
45	35	9
75	40	2
45	35	8
63	76	0
